pubKey,chPosition,chSlug,chName,chAbbrev,chNumber,bookSlug,chChurchUri
en_ot_kjv,358,1-chronicles-21,1 Chronicles 21,1 Chr. 21,21,1-chronicles,/scriptures/ot/1-chr/21
en_ot_kjv,359,1-chronicles-22,1 Chronicles 22,1 Chr. 22,22,1-chronicles,/scriptures/ot/1-chr/22
en_ot_kjv,360,1-chronicles-23,1 Chronicles 23,1 Chr. 23,23,1-chronicles,/scriptures/ot/1-chr/23
en_ot_kjv,361,1-chronicles-24,1 Chronicles 24,1 Chr. 24,24,1-chronicles,/scriptures/ot/1-chr/24
en_ot_kjv,362,1-chronicles-25,1 Chronicles 25,1 Chr. 25,25,1-chronicles,/scriptures/ot/1-chr/25
en_ot_kjv,363,1-chronicles-26,1 Chronicles 26,1 Chr. 26,26,1-chronicles,/scriptures/ot/1-chr/26
en_ot_kjv,364,1-chronicles-27,1 Chronicles 27,1 Chr. 27,27,1-chronicles,/scriptures/ot/1-chr/27
en_ot_kjv,365,1-chronicles-28,1 Chronicles 28,1 Chr. 28,28,1-chronicles,/scriptures/ot/1-chr/28
en_ot_kjv,366,1-chronicles-29,1 Chronicles 29,1 Chr. 29,29,1-chronicles,/scriptures/ot/1-chr/29
en_ot_kjv,367,2-chronicles-1,2 Chronicles 1,2 Chr. 1,1,2-chronicles,/scriptures/ot/2-chr/1
en_ot_kjv,368,2-chronicles-2,2 Chronicles 2,2 Chr. 2,2,2-chronicles,/scriptures/ot/2-chr/2
en_ot_kjv,369,2-chronicles-3,2 Chronicles 3,2 Chr. 3,3,2-chronicles,/scriptures/ot/2-chr/3
en_ot_kjv,370,2-chronicles-4,2 Chronicles 4,2 Chr. 4,4,2-chronicles,/scriptures/ot/2-chr/4
en_ot_kjv,371,2-chronicles-5,2 Chronicles 5,2 Chr. 5,5,2-chronicles,/scriptures/ot/2-chr/5
en_ot_kjv,372,2-chronicles-6,2 Chronicles 6,2 Chr. 6,6,2-chronicles,/scriptures/ot/2-chr/6
en_ot_kjv,373,2-chronicles-7,2 Chronicles 7,2 Chr. 7,7,2-chronicles,/scriptures/ot/2-chr/7
en_ot_kjv,374,2-chronicles-8,2 Chronicles 8,2 Chr. 8,8,2-chronicles,/scriptures/ot/2-chr/8
en_ot_kjv,375,2-chronicles-9,2 Chronicles 9,2 Chr. 9,9,2-chronicles,/scriptures/ot/2-chr/9
en_ot_kjv,376,2-chronicles-10,2 Chronicles 10,2 Chr. 10,10,2-chronicles,/scriptures/ot/2-chr/10
en_ot_kjv,377,2-chronicles-11,2 Chronicles 11,2 Chr. 11,11,2-chronicles,/scriptures/ot/2-chr/11
en_ot_kjv,378,2-chronicles-12,2 Chronicles 12,2 Chr. 12,12,2-chronicles,/scriptures/ot/2-chr/12
en_ot_kjv,379,2-chronicles-13,2 Chronicles 13,2 Chr. 13,13,2-chronicles,/scriptures/ot/2-chr/13
en_ot_kjv,380,2-chronicles-14,2 Chronicles 14,2 Chr. 14,14,2-chronicles,/scriptures/ot/2-chr/14
en_ot_kjv,381,2-chronicles-15,2 Chronicles 15,2 Chr. 15,15,2-chronicles,/scriptures/ot/2-chr/15
en_ot_kjv,382,2-chronicles-16,2 Chronicles 16,2 Chr. 16,16,2-chronicles,/scriptures/ot/2-chr/16
en_ot_kjv,383,2-chronicles-17,2 Chronicles 17,2 Chr. 17,17,2-chronicles,/scriptures/ot/2-chr/17
en_ot_kjv,384,2-chronicles-18,2 Chronicles 18,2 Chr. 18,18,2-chronicles,/scriptures/ot/2-chr/18
en_ot_kjv,385,2-chronicles-19,2 Chronicles 19,2 Chr. 19,19,2-chronicles,/scriptures/ot/2-chr/19
en_ot_kjv,386,2-chronicles-20,2 Chronicles 20,2 Chr. 20,20,2-chronicles,/scriptures/ot/2-chr/20
en_ot_kjv,387,2-chronicles-21,2 Chronicles 21,2 Chr. 21,21,2-chronicles,/scriptures/ot/2-chr/21
en_ot_kjv,388,2-chronicles-22,2 Chronicles 22,2 Chr. 22,22,2-chronicles,/scriptures/ot/2-chr/22
en_ot_kjv,389,2-chronicles-23,2 Chronicles 23,2 Chr. 23,23,2-chronicles,/scriptures/ot/2-chr/23
en_ot_kjv,390,2-chronicles-24,2 Chronicles 24,2 Chr. 24,24,2-chronicles,/scriptures/ot/2-chr/24
en_ot_kjv,391,2-chronicles-25,2 Chronicles 25,2 Chr. 25,25,2-chronicles,/scriptures/ot/2-chr/25
en_ot_kjv,392,2-chronicles-26,2 Chronicles 26,2 Chr. 26,26,2-chronicles,/scriptures/ot/2-chr/26
en_ot_kjv,393,2-chronicles-27,2 Chronicles 27,2 Chr. 27,27,2-chronicles,/scriptures/ot/2-chr/27
en_ot_kjv,394,2-chronicles-28,2 Chronicles 28,2 Chr. 28,28,2-chronicles,/scriptures/ot/2-chr/28
en_ot_kjv,395,2-chronicles-29,2 Chronicles 29,2 Chr. 29,29,2-chronicles,/scriptures/ot/2-chr/29
en_ot_kjv,396,2-chronicles-30,2 Chronicles 30,2 Chr. 30,30,2-chronicles,/scriptures/ot/2-chr/30
en_ot_kjv,397,2-chronicles-31,2 Chronicles 31,2 Chr. 31,31,2-chronicles,/scriptures/ot/2-chr/31
en_ot_kjv,398,2-chronicles-32,2 Chronicles 32,2 Chr. 32,32,2-chronicles,/scriptures/ot/2-chr/32
en_ot_kjv,399,2-chronicles-33,2 Chronicles 33,2 Chr. 33,33,2-chronicles,/scriptures/ot/2-chr/33
en_ot_kjv,400,2-chronicles-34,2 Chronicles 34,2 Chr. 34,34,2-chronicles,/scriptures/ot/2-chr/34
en_ot_kjv,401,2-chronicles-35,2 Chronicles 35,2 Chr. 35,35,2-chronicles,/scriptures/ot/2-chr/35
en_ot_kjv,402,2-chronicles-36,2 Chronicles 36,2 Chr. 36,36,2-chronicles,/scriptures/ot/2-chr/36
en_ot_kjv,403,ezra-1,Ezra 1,Ezra 1,1,ezra,/scriptures/ot/ezra/1
en_ot_kjv,404,ezra-2,Ezra 2,Ezra 2,2,ezra,/scriptures/ot/ezra/2
en_ot_kjv,405,ezra-3,Ezra 3,Ezra 3,3,ezra,/scriptures/ot/ezra/3
en_ot_kjv,406,ezra-4,Ezra 4,Ezra 4,4,ezra,/scriptures/ot/ezra/4
en_ot_kjv,407,ezra-5,Ezra 5,Ezra 5,5,ezra,/scriptures/ot/ezra/5
en_ot_kjv,408,ezra-6,Ezra 6,Ezra 6,6,ezra,/scriptures/ot/ezra/6
en_ot_kjv,409,ezra-7,Ezra 7,Ezra 7,7,ezra,/scriptures/ot/ezra/7
en_ot_kjv,410,ezra-8,Ezra 8,Ezra 8,8,ezra,/scriptures/ot/ezra/8
en_ot_kjv,411,ezra-9,Ezra 9,Ezra 9,9,ezra,/scriptures/ot/ezra/9
en_ot_kjv,412,ezra-10,Ezra 10,Ezra 10,10,ezra,/scriptures/ot/ezra/10
en_ot_kjv,413,nehemiah-1,Nehemiah 1,Neh. 1,1,nehemiah,/scriptures/ot/neh/1
en_ot_kjv,414,nehemiah-2,Nehemiah 2,Neh. 2,2,nehemiah,/scriptures/ot/neh/2
en_ot_kjv,415,nehemiah-3,Nehemiah 3,Neh. 3,3,nehemiah,/scriptures/ot/neh/3
en_ot_kjv,416,nehemiah-4,Nehemiah 4,Neh. 4,4,nehemiah,/scriptures/ot/neh/4
en_ot_kjv,417,nehemiah-5,Nehemiah 5,Neh. 5,5,nehemiah,/scriptures/ot/neh/5
en_ot_kjv,418,nehemiah-6,Nehemiah 6,Neh. 6,6,nehemiah,/scriptures/ot/neh/6
en_ot_kjv,419,nehemiah-7,Nehemiah 7,Neh. 7,7,nehemiah,/scriptures/ot/neh/7
en_ot_kjv,420,nehemiah-8,Nehemiah 8,Neh. 8,8,nehemiah,/scriptures/ot/neh/8
en_ot_kjv,421,nehemiah-9,Nehemiah 9,Neh. 9,9,nehemiah,/scriptures/ot/neh/9
en_ot_kjv,422,nehemiah-10,Nehemiah 10,Neh. 10,10,nehemiah,/scriptures/ot/neh/10
en_ot_kjv,423,nehemiah-11,Nehemiah 11,Neh. 11,11,nehemiah,/scriptures/ot/neh/11
en_ot_kjv,424,nehemiah-12,Nehemiah 12,Neh. 12,12,nehemiah,/scriptures/ot/neh/12
en_ot_kjv,425,nehemiah-13,Nehemiah 13,Neh. 13,13,nehemiah,/scriptures/ot/neh/13
en_ot_kjv,426,esther-1,Esther 1,Esth. 1,1,esther,/scriptures/ot/esth/1
en_ot_kjv,427,esther-2,Esther 2,Esth. 2,2,esther,/scriptures/ot/esth/2
en_ot_kjv,428,esther-3,Esther 3,Esth. 3,3,esther,/scriptures/ot/esth/3
en_ot_kjv,429,esther-4,Esther 4,Esth. 4,4,esther,/scriptures/ot/esth/4
en_ot_kjv,430,esther-5,Esther 5,Esth. 5,5,esther,/scriptures/ot/esth/5
en_ot_kjv,431,esther-6,Esther 6,Esth. 6,6,esther,/scriptures/ot/esth/6
en_ot_kjv,432,esther-7,Esther 7,Esth. 7,7,esther,/scriptures/ot/esth/7
en_ot_kjv,433,esther-8,Esther 8,Esth. 8,8,esther,/scriptures/ot/esth/8
en_ot_kjv,434,esther-9,Esther 9,Esth. 9,9,esther,/scriptures/ot/esth/9
en_ot_kjv,435,esther-10,Esther 10,Esth. 10,10,esther,/scriptures/ot/esth/10
en_ot_kjv,436,job-1,Job 1,Job 1,1,job,/scriptures/ot/job/1
en_ot_kjv,437,job-2,Job 2,Job 2,2,job,/scriptures/ot/job/2
en_ot_kjv,438,job-3,Job 3,Job 3,3,job,/scriptures/ot/job/3
en_ot_kjv,439,job-4,Job 4,Job 4,4,job,/scriptures/ot/job/4
en_ot_kjv,440,job-5,Job 5,Job 5,5,job,/scriptures/ot/job/5
en_ot_kjv,441,job-6,Job 6,Job 6,6,job,/scriptures/ot/job/6
en_ot_kjv,442,job-7,Job 7,Job 7,7,job,/scriptures/ot/job/7
en_ot_kjv,443,job-8,Job 8,Job 8,8,job,/scriptures/ot/job/8
en_ot_kjv,444,job-9,Job 9,Job 9,9,job,/scriptures/ot/job/9
en_ot_kjv,445,job-10,Job 10,Job 10,10,job,/scriptures/ot/job/10
en_ot_kjv,446,job-11,Job 11,Job 11,11,job,/scriptures/ot/job/11
en_ot_kjv,447,job-12,Job 12,Job 12,12,job,/scriptures/ot/job/12
en_ot_kjv,448,job-13,Job 13,Job 13,13,job,/scriptures/ot/job/13
en_ot_kjv,449,job-14,Job 14,Job 14,14,job,/scriptures/ot/job/14
en_ot_kjv,450,job-15,Job 15,Job 15,15,job,/scriptures/ot/job/15
en_ot_kjv,451,job-16,Job 16,Job 16,16,job,/scriptures/ot/job/16
en_ot_kjv,452,job-17,Job 17,Job 17,17,job,/scriptures/ot/job/17
en_ot_kjv,453,job-18,Job 18,Job 18,18,job,/scriptures/ot/job/18
en_ot_kjv,454,job-19,Job 19,Job 19,19,job,/scriptures/ot/job/19
en_ot_kjv,455,job-20,Job 20,Job 20,20,job,/scriptures/ot/job/20
en_ot_kjv,456,job-21,Job 21,Job 21,21,job,/scriptures/ot/job/21
en_ot_kjv,457,job-22,Job 22,Job 22,22,job,/scriptures/ot/job/22
en_ot_kjv,458,job-23,Job 23,Job 23,23,job,/scriptures/ot/job/23
en_ot_kjv,459,job-24,Job 24,Job 24,24,job,/scriptures/ot/job/24
en_ot_kjv,460,job-25,Job 25,Job 25,25,job,/scriptures/ot/job/25
en_ot_kjv,461,job-26,Job 26,Job 26,26,job,/scriptures/ot/job/26
en_ot_kjv,462,job-27,Job 27,Job 27,27,job,/scriptures/ot/job/27
en_ot_kjv,463,job-28,Job 28,Job 28,28,job,/scriptures/ot/job/28
en_ot_kjv,464,job-29,Job 29,Job 29,29,job,/scriptures/ot/job/29
en_ot_kjv,465,job-30,Job 30,Job 30,30,job,/scriptures/ot/job/30
en_ot_kjv,466,job-31,Job 31,Job 31,31,job,/scriptures/ot/job/31
en_ot_kjv,467,job-32,Job 32,Job 32,32,job,/scriptures/ot/job/32
en_ot_kjv,468,job-33,Job 33,Job 33,33,job,/scriptures/ot/job/33
en_ot_kjv,469,job-34,Job 34,Job 34,34,job,/scriptures/ot/job/34
en_ot_kjv,470,job-35,Job 35,Job 35,35,job,/scriptures/ot/job/35
en_ot_kjv,471,job-36,Job 36,Job 36,36,job,/scriptures/ot/job/36
en_ot_kjv,472,job-37,Job 37,Job 37,37,job,/scriptures/ot/job/37
en_ot_kjv,473,job-38,Job 38,Job 38,38,job,/scriptures/ot/job/38
en_ot_kjv,474,job-39,Job 39,Job 39,39,job,/scriptures/ot/job/39
en_ot_kjv,475,job-40,Job 40,Job 40,40,job,/scriptures/ot/job/40
en_ot_kjv,476,job-41,Job 41,Job 41,41,job,/scriptures/ot/job/41
en_ot_kjv,477,job-42,Job 42,Job 42,42,job,/scriptures/ot/job/42
en_ot_kjv,478,psalm-1,Psalm 1,Psalm 1,1,psalms,/scriptures/ot/ps/1
en_ot_kjv,479,psalm-2,Psalm 2,Psalm 2,2,psalms,/scriptures/ot/ps/2
en_ot_kjv,480,psalm-3,Psalm 3,Psalm 3,3,psalms,/scriptures/ot/ps/3
en_ot_kjv,481,psalm-4,Psalm 4,Psalm 4,4,psalms,/scriptures/ot/ps/4
en_ot_kjv,482,psalm-5,Psalm 5,Psalm 5,5,psalms,/scriptures/ot/ps/5
en_ot_kjv,483,psalm-6,Psalm 6,Psalm 6,6,psalms,/scriptures/ot/ps/6
en_ot_kjv,484,psalm-7,Psalm 7,Psalm 7,7,psalms,/scriptures/ot/ps/7
en_ot_kjv,485,psalm-8,Psalm 8,Psalm 8,8,psalms,/scriptures/ot/ps/8
en_ot_kjv,486,psalm-9,Psalm 9,Psalm 9,9,psalms,/scriptures/ot/ps/9
en_ot_kjv,487,psalm-10,Psalm 10,Psalm 10,10,psalms,/scriptures/ot/ps/10
en_ot_kjv,488,psalm-11,Psalm 11,Psalm 11,11,psalms,/scriptures/ot/ps/11
en_ot_kjv,489,psalm-12,Psalm 12,Psalm 12,12,psalms,/scriptures/ot/ps/12
en_ot_kjv,490,psalm-13,Psalm 13,Psalm 13,13,psalms,/scriptures/ot/ps/13
en_ot_kjv,491,psalm-14,Psalm 14,Psalm 14,14,psalms,/scriptures/ot/ps/14
en_ot_kjv,492,psalm-15,Psalm 15,Psalm 15,15,psalms,/scriptures/ot/ps/15
en_ot_kjv,493,psalm-16,Psalm 16,Psalm 16,16,psalms,/scriptures/ot/ps/16
en_ot_kjv,494,psalm-17,Psalm 17,Psalm 17,17,psalms,/scriptures/ot/ps/17
en_ot_kjv,495,psalm-18,Psalm 18,Psalm 18,18,psalms,/scriptures/ot/ps/18
en_ot_kjv,496,psalm-19,Psalm 19,Psalm 19,19,psalms,/scriptures/ot/ps/19
en_ot_kjv,497,psalm-20,Psalm 20,Psalm 20,20,psalms,/scriptures/ot/ps/20
en_ot_kjv,498,psalm-21,Psalm 21,Psalm 21,21,psalms,/scriptures/ot/ps/21
en_ot_kjv,499,psalm-22,Psalm 22,Psalm 22,22,psalms,/scriptures/ot/ps/22
en_ot_kjv,500,psalm-23,Psalm 23,Psalm 23,23,psalms,/scriptures/ot/ps/23
en_ot_kjv,501,psalm-24,Psalm 24,Psalm 24,24,psalms,/scriptures/ot/ps/24
en_ot_kjv,502,psalm-25,Psalm 25,Psalm 25,25,psalms,/scriptures/ot/ps/25
en_ot_kjv,503,psalm-26,Psalm 26,Psalm 26,26,psalms,/scriptures/ot/ps/26
en_ot_kjv,504,psalm-27,Psalm 27,Psalm 27,27,psalms,/scriptures/ot/ps/27
en_ot_kjv,505,psalm-28,Psalm 28,Psalm 28,28,psalms,/scriptures/ot/ps/28
en_ot_kjv,506,psalm-29,Psalm 29,Psalm 29,29,psalms,/scriptures/ot/ps/29
en_ot_kjv,507,psalm-30,Psalm 30,Psalm 30,30,psalms,/scriptures/ot/ps/30
en_ot_kjv,508,psalm-31,Psalm 31,Psalm 31,31,psalms,/scriptures/ot/ps/31
en_ot_kjv,509,psalm-32,Psalm 32,Psalm 32,32,psalms,/scriptures/ot/ps/32
en_ot_kjv,510,psalm-33,Psalm 33,Psalm 33,33,psalms,/scriptures/ot/ps/33
en_ot_kjv,511,psalm-34,Psalm 34,Psalm 34,34,psalms,/scriptures/ot/ps/34
en_ot_kjv,512,psalm-35,Psalm 35,Psalm 35,35,psalms,/scriptures/ot/ps/35
en_ot_kjv,513,psalm-36,Psalm 36,Psalm 36,36,psalms,/scriptures/ot/ps/36
en_ot_kjv,514,psalm-37,Psalm 37,Psalm 37,37,psalms,/scriptures/ot/ps/37
en_ot_kjv,515,psalm-38,Psalm 38,Psalm 38,38,psalms,/scriptures/ot/ps/38
en_ot_kjv,516,psalm-39,Psalm 39,Psalm 39,39,psalms,/scriptures/ot/ps/39
en_ot_kjv,517,psalm-40,Psalm 40,Psalm 40,40,psalms,/scriptures/ot/ps/40
en_ot_kjv,518,psalm-41,Psalm 41,Psalm 41,41,psalms,/scriptures/ot/ps/41
en_ot_kjv,519,psalm-42,Psalm 42,Psalm 42,42,psalms,/scriptures/ot/ps/42
en_ot_kjv,520,psalm-43,Psalm 43,Psalm 43,43,psalms,/scriptures/ot/ps/43
en_ot_kjv,521,psalm-44,Psalm 44,Psalm 44,44,psalms,/scriptures/ot/ps/44
en_ot_kjv,522,psalm-45,Psalm 45,Psalm 45,45,psalms,/scriptures/ot/ps/45
en_ot_kjv,523,psalm-46,Psalm 46,Psalm 46,46,psalms,/scriptures/ot/ps/46
en_ot_kjv,524,psalm-47,Psalm 47,Psalm 47,47,psalms,/scriptures/ot/ps/47
en_ot_kjv,525,psalm-48,Psalm 48,Psalm 48,48,psalms,/scriptures/ot/ps/48
en_ot_kjv,526,psalm-49,Psalm 49,Psalm 49,49,psalms,/scriptures/ot/ps/49
en_ot_kjv,527,psalm-50,Psalm 50,Psalm 50,50,psalms,/scriptures/ot/ps/50
en_ot_kjv,528,psalm-51,Psalm 51,Psalm 51,51,psalms,/scriptures/ot/ps/51
en_ot_kjv,529,psalm-52,Psalm 52,Psalm 52,52,psalms,/scriptures/ot/ps/52
en_ot_kjv,530,psalm-53,Psalm 53,Psalm 53,53,psalms,/scriptures/ot/ps/53
en_ot_kjv,531,psalm-54,Psalm 54,Psalm 54,54,psalms,/scriptures/ot/ps/54
en_ot_kjv,532,psalm-55,Psalm 55,Psalm 55,55,psalms,/scriptures/ot/ps/55
en_ot_kjv,533,psalm-56,Psalm 56,Psalm 56,56,psalms,/scriptures/ot/ps/56
en_ot_kjv,534,psalm-57,Psalm 57,Psalm 57,57,psalms,/scriptures/ot/ps/57
en_ot_kjv,535,psalm-58,Psalm 58,Psalm 58,58,psalms,/scriptures/ot/ps/58
en_ot_kjv,536,psalm-59,Psalm 59,Psalm 59,59,psalms,/scriptures/ot/ps/59
en_ot_kjv,537,psalm-60,Psalm 60,Psalm 60,60,psalms,/scriptures/ot/ps/60
en_ot_kjv,538,psalm-61,Psalm 61,Psalm 61,61,psalms,/scriptures/ot/ps/61
en_ot_kjv,539,psalm-62,Psalm 62,Psalm 62,62,psalms,/scriptures/ot/ps/62
en_ot_kjv,540,psalm-63,Psalm 63,Psalm 63,63,psalms,/scriptures/ot/ps/63
en_ot_kjv,541,psalm-64,Psalm 64,Psalm 64,64,psalms,/scriptures/ot/ps/64
en_ot_kjv,542,psalm-65,Psalm 65,Psalm 65,65,psalms,/scriptures/ot/ps/65
en_ot_kjv,543,psalm-66,Psalm 66,Psalm 66,66,psalms,/scriptures/ot/ps/66
en_ot_kjv,544,psalm-67,Psalm 67,Psalm 67,67,psalms,/scriptures/ot/ps/67
en_ot_kjv,545,psalm-68,Psalm 68,Psalm 68,68,psalms,/scriptures/ot/ps/68
en_ot_kjv,546,psalm-69,Psalm 69,Psalm 69,69,psalms,/scriptures/ot/ps/69
en_ot_kjv,547,psalm-70,Psalm 70,Psalm 70,70,psalms,/scriptures/ot/ps/70
en_ot_kjv,548,psalm-71,Psalm 71,Psalm 71,71,psalms,/scriptures/ot/ps/71
en_ot_kjv,549,psalm-72,Psalm 72,Psalm 72,72,psalms,/scriptures/ot/ps/72
en_ot_kjv,550,psalm-73,Psalm 73,Psalm 73,73,psalms,/scriptures/ot/ps/73
en_ot_kjv,551,psalm-74,Psalm 74,Psalm 74,74,psalms,/scriptures/ot/ps/74
en_ot_kjv,552,psalm-75,Psalm 75,Psalm 75,75,psalms,/scriptures/ot/ps/75
en_ot_kjv,553,psalm-76,Psalm 76,Psalm 76,76,psalms,/scriptures/ot/ps/76
en_ot_kjv,554,psalm-77,Psalm 77,Psalm 77,77,psalms,/scriptures/ot/ps/77
en_ot_kjv,555,psalm-78,Psalm 78,Psalm 78,78,psalms,/scriptures/ot/ps/78
en_ot_kjv,556,psalm-79,Psalm 79,Psalm 79,79,psalms,/scriptures/ot/ps/79
en_ot_kjv,557,psalm-80,Psalm 80,Psalm 80,80,psalms,/scriptures/ot/ps/80
en_ot_kjv,558,psalm-81,Psalm 81,Psalm 81,81,psalms,/scriptures/ot/ps/81
en_ot_kjv,559,psalm-82,Psalm 82,Psalm 82,82,psalms,/scriptures/ot/ps/82
en_ot_kjv,560,psalm-83,Psalm 83,Psalm 83,83,psalms,/scriptures/ot/ps/83
en_ot_kjv,561,psalm-84,Psalm 84,Psalm 84,84,psalms,/scriptures/ot/ps/84
en_ot_kjv,562,psalm-85,Psalm 85,Psalm 85,85,psalms,/scriptures/ot/ps/85
en_ot_kjv,563,psalm-86,Psalm 86,Psalm 86,86,psalms,/scriptures/ot/ps/86
en_ot_kjv,564,psalm-87,Psalm 87,Psalm 87,87,psalms,/scriptures/ot/ps/87
en_ot_kjv,565,psalm-88,Psalm 88,Psalm 88,88,psalms,/scriptures/ot/ps/88
en_ot_kjv,566,psalm-89,Psalm 89,Psalm 89,89,psalms,/scriptures/ot/ps/89
en_ot_kjv,567,psalm-90,Psalm 90,Psalm 90,90,psalms,/scriptures/ot/ps/90
en_ot_kjv,568,psalm-91,Psalm 91,Psalm 91,91,psalms,/scriptures/ot/ps/91
en_ot_kjv,569,psalm-92,Psalm 92,Psalm 92,92,psalms,/scriptures/ot/ps/92
en_ot_kjv,570,psalm-93,Psalm 93,Psalm 93,93,psalms,/scriptures/ot/ps/93
en_ot_kjv,571,psalm-94,Psalm 94,Psalm 94,94,psalms,/scriptures/ot/ps/94
en_ot_kjv,572,psalm-95,Psalm 95,Psalm 95,95,psalms,/scriptures/ot/ps/95
en_ot_kjv,573,psalm-96,Psalm 96,Psalm 96,96,psalms,/scriptures/ot/ps/96
en_ot_kjv,574,psalm-97,Psalm 97,Psalm 97,97,psalms,/scriptures/ot/ps/97
en_ot_kjv,575,psalm-98,Psalm 98,Psalm 98,98,psalms,/scriptures/ot/ps/98
en_ot_kjv,576,psalm-99,Psalm 99,Psalm 99,99,psalms,/scriptures/ot/ps/99
en_ot_kjv,577,psalm-100,Psalm 100,Psalm 100,100,psalms,/scriptures/ot/ps/100
en_ot_kjv,578,psalm-101,Psalm 101,Psalm 101,101,psalms,/scriptures/ot/ps/101
en_ot_kjv,579,psalm-102,Psalm 102,Psalm 102,102,psalms,/scriptures/ot/ps/102
en_ot_kjv,580,psalm-103,Psalm 103,Psalm 103,103,psalms,/scriptures/ot/ps/103
en_ot_kjv,581,psalm-104,Psalm 104,Psalm 104,104,psalms,/scriptures/ot/ps/104
en_ot_kjv,582,psalm-105,Psalm 105,Psalm 105,105,psalms,/scriptures/ot/ps/105
en_ot_kjv,583,psalm-106,Psalm 106,Psalm 106,106,psalms,/scriptures/ot/ps/106
en_ot_kjv,584,psalm-107,Psalm 107,Psalm 107,107,psalms,/scriptures/ot/ps/107
en_ot_kjv,585,psalm-108,Psalm 108,Psalm 108,108,psalms,/scriptures/ot/ps/108
en_ot_kjv,586,psalm-109,Psalm 109,Psalm 109,109,psalms,/scriptures/ot/ps/109
en_ot_kjv,587,psalm-110,Psalm 110,Psalm 110,110,psalms,/scriptures/ot/ps/110
en_ot_kjv,588,psalm-111,Psalm 111,Psalm 111,111,psalms,/scriptures/ot/ps/111
en_ot_kjv,589,psalm-112,Psalm 112,Psalm 112,112,psalms,/scriptures/ot/ps/112
en_ot_kjv,590,psalm-113,Psalm 113,Psalm 113,113,psalms,/scriptures/ot/ps/113
en_ot_kjv,591,psalm-114,Psalm 114,Psalm 114,114,psalms,/scriptures/ot/ps/114
en_ot_kjv,592,psalm-115,Psalm 115,Psalm 115,115,psalms,/scriptures/ot/ps/115
en_ot_kjv,593,psalm-116,Psalm 116,Psalm 116,116,psalms,/scriptures/ot/ps/116
en_ot_kjv,594,psalm-117,Psalm 117,Psalm 117,117,psalms,/scriptures/ot/ps/117
en_ot_kjv,595,psalm-118,Psalm 118,Psalm 118,118,psalms,/scriptures/ot/ps/118
en_ot_kjv,596,psalm-119,Psalm 119,Psalm 119,119,psalms,/scriptures/ot/ps/119
en_ot_kjv,597,psalm-120,Psalm 120,Psalm 120,120,psalms,/scriptures/ot/ps/120
en_ot_kjv,598,psalm-121,Psalm 121,Psalm 121,121,psalms,/scriptures/ot/ps/121
en_ot_kjv,599,psalm-122,Psalm 122,Psalm 122,122,psalms,/scriptures/ot/ps/122
en_ot_kjv,600,psalm-123,Psalm 123,Psalm 123,123,psalms,/scriptures/ot/ps/123
en_ot_kjv,601,psalm-124,Psalm 124,Psalm 124,124,psalms,/scriptures/ot/ps/124
en_ot_kjv,602,psalm-125,Psalm 125,Psalm 125,125,psalms,/scriptures/ot/ps/125
en_ot_kjv,603,psalm-126,Psalm 126,Psalm 126,126,psalms,/scriptures/ot/ps/126
en_ot_kjv,604,psalm-127,Psalm 127,Psalm 127,127,psalms,/scriptures/ot/ps/127
en_ot_kjv,605,psalm-128,Psalm 128,Psalm 128,128,psalms,/scriptures/ot/ps/128
en_ot_kjv,606,psalm-129,Psalm 129,Psalm 129,129,psalms,/scriptures/ot/ps/129
en_ot_kjv,607,psalm-130,Psalm 130,Psalm 130,130,psalms,/scriptures/ot/ps/130
en_ot_kjv,608,psalm-131,Psalm 131,Psalm 131,131,psalms,/scriptures/ot/ps/131
en_ot_kjv,609,psalm-132,Psalm 132,Psalm 132,132,psalms,/scriptures/ot/ps/132
en_ot_kjv,610,psalm-133,Psalm 133,Psalm 133,133,psalms,/scriptures/ot/ps/133
en_ot_kjv,611,psalm-134,Psalm 134,Psalm 134,134,psalms,/scriptures/ot/ps/134
en_ot_kjv,612,psalm-135,Psalm 135,Psalm 135,135,psalms,/scriptures/ot/ps/135
en_ot_kjv,613,psalm-136,Psalm 136,Psalm 136,136,psalms,/scriptures/ot/ps/136
en_ot_kjv,614,psalm-137,Psalm 137,Psalm 137,137,psalms,/scriptures/ot/ps/137
en_ot_kjv,615,psalm-138,Psalm 138,Psalm 138,138,psalms,/scriptures/ot/ps/138
en_ot_kjv,616,psalm-139,Psalm 139,Psalm 139,139,psalms,/scriptures/ot/ps/139
en_ot_kjv,617,psalm-140,Psalm 140,Psalm 140,140,psalms,/scriptures/ot/ps/140
en_ot_kjv,618,psalm-141,Psalm 141,Psalm 141,141,psalms,/scriptures/ot/ps/141
en_ot_kjv,619,psalm-142,Psalm 142,Psalm 142,142,psalms,/scriptures/ot/ps/142
en_ot_kjv,620,psalm-143,Psalm 143,Psalm 143,143,psalms,/scriptures/ot/ps/143
en_ot_kjv,621,psalm-144,Psalm 144,Psalm 144,144,psalms,/scriptures/ot/ps/144
en_ot_kjv,622,psalm-145,Psalm 145,Psalm 145,145,psalms,/scriptures/ot/ps/145
en_ot_kjv,623,psalm-146,Psalm 146,Psalm 146,146,psalms,/scriptures/ot/ps/146
en_ot_kjv,624,psalm-147,Psalm 147,Psalm 147,147,psalms,/scriptures/ot/ps/147
en_ot_kjv,625,psalm-148,Psalm 148,Psalm 148,148,psalms,/scriptures/ot/ps/148
